Time (Sec);S1;S63;S69;S70;S71;S75;S76;S77;S78;S79;S80;S81;S82;S83;S84;S85;S86;S87;S88;S89;S90;S91;
0.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.10333333333333333;19160.0;100.0;100.0;100.0;99.7977088;100.0;100.0;99.7977088;100.0;100.0;100.0;100.0;100.0;100.0;99.7977088;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.20333333333333337;19160.0;100.0;99.9341056;100.0;99.73181439999999;100.0;100.0;99.66591999999999;100.0;100.0;99.86821119999999;99.9341056;99.86821119999999;100.0;99.73181439999999;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.30333333333333334;19160.0;100.0;99.9341056;100.0;99.73181439999999;100.0;100.0;99.66591999999999;100.0;100.0;99.86821119999999;99.9341056;99.86821119999999;100.0;99.73181439999999;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.4033333333333333;19160.0;100.0;99.9341056;100.0;99.73181439999999;100.0;100.0;99.66591999999999;100.0;100.0;99.86821119999999;99.9341056;99.86821119999999;100.0;99.73181439999999;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.5033333333333333;19160.0;100.0;99.9341056;100.0;99.73181439999999;100.0;100.0;99.66591999999999;100.0;100.0;99.86821119999999;99.9341056;99.86821119999999;100.0;99.73181439999999;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.6033333333333333;19160.0;100.0;99.9341056;100.0;99.73181439999999;100.0;100.0;99.66591999999999;100.0;100.0;99.86821119999999;99.9341056;99.86821119999999;100.0;99.73181439999999;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.7033333333333333;19160.0;100.0;99.9341056;100.0;99.73181439999999;100.0;100.0;99.66591999999999;100.0;100.0;99.86821119999999;99.9341056;99.86821119999999;100.0;99.73181439999999;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.8033333333333332;19160.0;100.0;99.9341056;100.0;99.73181439999999;100.0;100.0;99.66591999999999;100.0;100.0;99.86821119999999;99.9341056;99.86821119999999;100.0;99.73181439999999;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.9033333333333332;19160.0;100.0;99.9341056;100.0;99.73181439999999;100.0;100.0;99.66591999999999;100.0;100.0;99.86821119999999;99.9341056;99.86821119999999;100.0;99.73181439999999;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
1.0033333333333332;19160.0;100.0;99.9341056;100.0;99.73181439999999;100.0;100.0;99.66591999999999;100.0;100.0;99.86821119999999;99.9341056;99.86821119999999;100.0;99.73181439999999;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
1.1033333333333333;19160.0;100.0;99.9341056;100.0;99.73171439999999;100.0;100.0;99.66581999999998;100.0;100.0;99.86821119999999;99.9341056;99.86821119999999;100.0;99.73171439999999;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
1.2033333333333334;19160.0;99.73171439999999;99.79760879999999;99.9999;99.73171439999999;99.79760879999999;99.9999;99.59992559999998;99.79760879999999;99.9999;99.66581999999998;99.73171439999999;99.59992559999998;99.73171439999999;99.66581999999998;99.9999;99.79760879999999;99.9999;99.9999;99.9999;99.9999;99.9999;
1.3033333333333335;19160.0;99.59992559999998;99.79760879999999;99.93400559999999;99.73171439999999;99.73171439999999;99.86811119999999;99.59992559999998;99.66581999999998;99.9999;99.59992559999998;99.73171439999999;99.53403119999997;99.66581999999998;99.66581999999998;99.86811119999999;99.66581999999998;99.9999;99.9999;99.86811119999999;99.9999;99.93400559999999;
1.4033333333333335;19160.0;99.59992559999998;99.79760879999999;99.93400559999999;99.73171439999999;99.73171439999999;99.86811119999999;99.59992559999998;99.66581999999998;99.9999;99.59992559999998;99.73171439999999;99.53403119999997;99.66581999999998;99.66581999999998;99.86811119999999;99.66581999999998;99.9999;99.9999;99.86811119999999;99.9999;99.93400559999999;
1.5033333333333336;19160.0;99.59992559999998;99.79760879999999;99.93400559999999;99.73171439999999;99.73171439999999;99.86811119999999;99.59992559999998;99.66581999999998;99.9999;99.59992559999998;99.73171439999999;99.53403119999997;99.66581999999998;99.66581999999998;99.86811119999999;99.66581999999998;99.9999;99.9999;99.86811119999999;99.9999;99.93400559999999;
1.6033333333333337;19160.0;99.59992559999998;99.79760879999999;99.93400559999999;99.73171439999999;99.73171439999999;99.86811119999999;99.59992559999998;99.66581999999998;99.9999;99.59992559999998;99.73171439999999;99.53403119999997;99.66581999999998;99.66581999999998;99.86811119999999;99.66581999999998;99.9999;99.9999;99.86811119999999;99.9999;99.93400559999999;
1.7033333333333338;19160.0;99.59992559999998;99.79760879999999;99.93400559999999;99.73171439999999;99.73171439999999;99.86811119999999;99.59992559999998;99.66581999999998;99.9999;99.59992559999998;99.73171439999999;99.53403119999997;99.66581999999998;99.66581999999998;99.86811119999999;99.66581999999998;99.9999;99.9999;99.86811119999999;99.9999;99.93400559999999;
1.803333333333334;19160.0;99.59992559999998;99.79760879999999;99.93400559999999;99.73171439999999;99.73171439999999;99.86811119999999;99.59992559999998;99.66581999999998;99.9999;99.59992559999998;99.73171439999999;99.53403119999997;99.66581999999998;99.66581999999998;99.86811119999999;99.66581999999998;99.9999;99.9999;99.86811119999999;99.9999;99.93400559999999;
1.903333333333334;19160.0;99.59992559999998;99.79760879999999;99.93400559999999;99.73171439999999;99.73171439999999;99.86811119999999;99.59992559999998;99.66581999999998;99.9999;99.59992559999998;99.73171439999999;99.53403119999997;99.66581999999998;99.66581999999998;99.86811119999999;99.66581999999998;99.9999;99.9999;99.86811119999999;99.9999;99.93400559999999;
2.003333333333334;19160.0;99.59992559999998;99.79760879999999;99.93400559999999;99.73171439999999;99.73171439999999;99.86811119999999;99.59992559999998;99.66581999999998;99.9999;99.59992559999998;99.73171439999999;99.53403119999997;99.66581999999998;99.66581999999998;99.86811119999999;99.66581999999998;99.9999;99.9999;99.86811119999999;99.9999;99.93400559999999;
2.103333333333334;19160.0;99.59992559999998;99.79760879999999;99.93400559999999;99.73161439999998;99.73171439999999;99.86811119999999;99.59982559999997;99.66581999999998;99.9999;99.59992559999998;99.73171439999999;99.53403119999997;99.66581999999998;99.66571999999998;99.86811119999999;99.66581999999998;99.9999;99.9999;99.86811119999999;99.9999;99.93400559999999;
